"No.","Time","Source","SrcPort","Destination","DestPort","Protocol","Length","Info","test"
"1907","2021-07-20 20:26:40.484777629","10.10.5.13","49234","10.10.5.10","1293","TCP","60","49234  >  1293 [ACK] Seq=59743 Ack=248 Win=63993 Len=0","10.10.5.10"
"1908","2021-07-20 20:26:40.876257910","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.13","Broadcast"
"1909","2021-07-20 20:26:40.986019694","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.23? Tell 10.10.5.11","Broadcast"
"1910","2021-07-20 20:26:41.126123860","10.10.5.11","1900","239.255.255.250","1900","SSDP","526","NOTIFY * HTTP/1.1 ","239.255.255.250"
"1911","2021-07-20 20:26:41.126124180","fe80::6d8e:576d:50b5:128b","1900","ff02::c","1900","SSDP","557","NOTIFY * HTTP/1.1 ","ff02::c"
"1912","2021-07-20 20:26:41.157215920","fe80::6407:7b6:e2ff:9ac8","546","ff02::1:2","547","DHCPv6","150","Solicit XID: 0xa1034 CID: 0001000126b4b0220800279d7883 ","ff02::1:2"
"1913","2021-07-20 20:26:41.459010049","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14","Broadcast"
"1914","2021-07-20 20:26:41.985339442","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.23? Tell 10.10.5.11","Broadcast"
"1915","2021-07-20 20:26:42.129864568","fe80::6407:7b6:e2ff:9ac8","60098","ff02::1:3","5355","LLMNR","84","Standard query 0xbe6c A wpad","ff02::1:3"
"1916","2021-07-20 20:26:42.129864872","10.10.5.13","58406","224.0.0.252","5355","LLMNR","64","Standard query 0xbe6c A wpad","224.0.0.252"
"1917","2021-07-20 20:26:42.235728884","fe80::6407:7b6:e2ff:9ac8","60098","ff02::1:3","5355","LLMNR","84","Standard query 0xbe6c A wpad","ff02::1:3"
"1918","2021-07-20 20:26:42.235729218","10.10.5.13","58406","224.0.0.252","5355","LLMNR","64","Standard query 0xbe6c A wpad","224.0.0.252"
"1919","2021-07-20 20:26:42.439559190","10.10.5.13","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1920","2021-07-20 20:26:42.860672631","fe80::6d8e:576d:50b5:128b","546","ff02::1:2","547","DHCPv6","150","Solicit XID: 0xe0a012 CID: 0001000126b4b0220800279d7883 ","ff02::1:2"
"1921","2021-07-20 20:26:43.071963612","fe80::3c1a:e462:6dcc:19c9","50569","ff02::1:3","5355","LLMNR","84","Standard query 0x1e7c A wpad","ff02::1:3"
"1922","2021-07-20 20:26:43.071963947","10.10.5.14","57308","224.0.0.252","5355","LLMNR","64","Standard query 0x1e7c A wpad","224.0.0.252"
"1923","2021-07-20 20:26:43.157169464","fe80::6407:7b6:e2ff:9ac8","546","ff02::1:2","547","DHCPv6","150","Solicit XID: 0xa1034 CID: 0001000126b4b0220800279d7883 ","ff02::1:2"
"1924","2021-07-20 20:26:43.177829391","fe80::3c1a:e462:6dcc:19c9","50569","ff02::1:3","5355","LLMNR","84","Standard query 0x1e7c A wpad","ff02::1:3"
"1925","2021-07-20 20:26:43.177829693","10.10.5.14","57308","224.0.0.252","5355","LLMNR","64","Standard query 0x1e7c A wpad","224.0.0.252"
"1926","2021-07-20 20:26:43.189340368","10.10.5.13","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1927","2021-07-20 20:26:43.380865548","10.10.5.14","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1928","2021-07-20 20:26:43.938888546","10.10.5.13","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1929","2021-07-20 20:26:44.048444607","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.24? Tell 10.10.5.11","Broadcast"
"1930","2021-07-20 20:26:44.078984471","10.10.5.11","138","10.10.5.255","138","BROWSER","251","Domain/Workgroup Announcement WORKGROUP, NT Workstation, Domain Enum","10.10.5.255"
"1931","2021-07-20 20:26:44.131632554","10.10.5.14","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1932","2021-07-20 20:26:44.692846705","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.13","Broadcast"
"1933","2021-07-20 20:26:44.881449527","10.10.5.14","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1934","2021-07-20 20:26:44.985505660","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.24? Tell 10.10.5.11","Broadcast"
"1935","2021-07-20 20:26:45.353216524","10.10.5.11","49325","10.10.5.10","1291","TCP","5951","49325  >  1291 [PSH, ACK] Seq=69199 Ack=233 Win=64008 Len=5897","10.10.5.10"
"1936","2021-07-20 20:26:45.353252420","10.10.5.10","1291","10.10.5.11","49325","TCP","54","1291  >  49325 [ACK] Seq=233 Ack=75096 Win=65535 Len=0","10.10.5.11"
"1937","2021-07-20 20:26:45.353570501","10.10.5.10","1291","10.10.5.11","49325","TCP","69","1291  >  49325 [PSH, ACK] Seq=233 Ack=75096 Win=65535 Len=15","10.10.5.11"
"1938","2021-07-20 20:26:45.377134152","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.13","Broadcast"
"1939","2021-07-20 20:26:45.514905094","10.10.5.14","49236","10.10.5.10","1294","TCP","4301","49236  >  1294 [PSH, ACK] Seq=54967 Ack=233 Win=64008 Len=4247","10.10.5.10"
"1940","2021-07-20 20:26:45.514971278","10.10.5.10","1294","10.10.5.14","49236","TCP","54","1294  >  49236 [ACK] Seq=233 Ack=59214 Win=62780 Len=0","10.10.5.14"
"1941","2021-07-20 20:26:45.515155369","10.10.5.10","1294","10.10.5.14","49236","TCP","69","1294  >  49236 [PSH, ACK] Seq=233 Ack=59214 Win=62780 Len=15","10.10.5.14"
"1942","2021-07-20 20:26:45.563075331","10.10.5.11","49325","10.10.5.10","1291","TCP","60","49325  >  1291 [ACK] Seq=75096 Ack=248 Win=63993 Len=0","10.10.5.10"
"1943","2021-07-20 20:26:45.635523075","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14","Broadcast"
"1944","2021-07-20 20:26:45.708942059","10.10.5.14","49236","10.10.5.10","1294","TCP","60","49236  >  1294 [ACK] Seq=59214 Ack=248 Win=63993 Len=0","10.10.5.10"
"1945","2021-07-20 20:26:45.985045553","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.24? Tell 10.10.5.11","Broadcast"
"1946","2021-07-20 20:26:46.376466702","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.13","Broadcast"
"1947","2021-07-20 20:26:46.459457219","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14","Broadcast"
"1948","2021-07-20 20:26:47.157494723","fe80::6407:7b6:e2ff:9ac8","546","ff02::1:2","547","DHCPv6","150","Solicit XID: 0xa1034 CID: 0001000126b4b0220800279d7883 ","ff02::1:2"
"1949","2021-07-20 20:26:47.459113579","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14","Broadcast"
"1950","2021-07-20 20:26:47.833882682","fe80::6407:7b6:e2ff:9ac8","64228","ff02::1:3","5355","LLMNR","84","Standard query 0xc160 A wpad","ff02::1:3"
"1951","2021-07-20 20:26:47.833883052","10.10.5.13","53869","224.0.0.252","5355","LLMNR","64","Standard query 0xc160 A wpad","224.0.0.252"
"1952","2021-07-20 20:26:47.938891258","fe80::6407:7b6:e2ff:9ac8","64228","ff02::1:3","5355","LLMNR","84","Standard query 0xc160 A wpad","ff02::1:3"
"1953","2021-07-20 20:26:47.938891560","10.10.5.13","53869","224.0.0.252","5355","LLMNR","64","Standard query 0xc160 A wpad","224.0.0.252"
"1954","2021-07-20 20:26:48.049094215","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.25? Tell 10.10.5.11","Broadcast"
"1955","2021-07-20 20:26:48.143225720","10.10.5.13","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1956","2021-07-20 20:26:48.775201754","fe80::3c1a:e462:6dcc:19c9","62283","ff02::1:3","5355","LLMNR","84","Standard query 0x7404 A wpad","ff02::1:3"
"1957","2021-07-20 20:26:48.775202096","10.10.5.14","57060","224.0.0.252","5355","LLMNR","64","Standard query 0x7404 A wpad","224.0.0.252"
"1958","2021-07-20 20:26:48.881662424","fe80::3c1a:e462:6dcc:19c9","62283","ff02::1:3","5355","LLMNR","84","Standard query 0x7404 A wpad","ff02::1:3"
"1959","2021-07-20 20:26:48.881662718","10.10.5.14","57060","224.0.0.252","5355","LLMNR","64","Standard query 0x7404 A wpad","224.0.0.252"
"1960","2021-07-20 20:26:48.892985808","10.10.5.13","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1961","2021-07-20 20:26:48.986694368","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.25? Tell 10.10.5.11","Broadcast"
"1962","2021-07-20 20:26:49.085267313","10.10.5.14","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1963","2021-07-20 20:26:49.643382682","10.10.5.13","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1964","2021-07-20 20:26:49.834074753","10.10.5.14","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1965","2021-07-20 20:26:49.986041131","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.25? Tell 10.10.5.11","Broadcast"
"1966","2021-07-20 20:26:50.396946554","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.13","Broadcast"
"1967","2021-07-20 20:26:50.503902564","10.10.5.12","49239","10.10.5.10","1292","TCP","4330","49239  >  1292 [PSH, ACK] Seq=58513 Ack=233 Win=64008 Len=4276","10.10.5.10"
"1968","2021-07-20 20:26:50.503974453","10.10.5.10","1292","10.10.5.12","49239","TCP","54","1292  >  49239 [ACK] Seq=233 Ack=62789 Win=62780 Len=0","10.10.5.12"
"1969","2021-07-20 20:26:50.504197236","10.10.5.10","1292","10.10.5.12","49239","TCP","69","1292  >  49239 [PSH, ACK] Seq=233 Ack=62789 Win=62780 Len=15","10.10.5.12"
"1970","2021-07-20 20:26:50.586316944","10.10.5.14","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1971","2021-07-20 20:26:50.700161430","10.10.5.12","49239","10.10.5.10","1292","TCP","60","49239  >  1292 [ACK] Seq=62789 Ack=248 Win=63993 Len=0","10.10.5.10"
"1972","2021-07-20 20:26:51.339757873","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14","Broadcast"
"1973","2021-07-20 20:26:51.377648582","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.13","Broadcast"
"1974","2021-07-20 20:26:51.959988591","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14","Broadcast"
"1975","2021-07-20 20:26:52.048198882","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.26? Tell 10.10.5.11","Broadcast"
"1976","2021-07-20 20:26:52.052640332","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.12","Broadcast"
"1977","2021-07-20 20:26:52.377117797","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.13","Broadcast"
"1978","2021-07-20 20:26:52.575865304","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.12","Broadcast"
"1979","2021-07-20 20:26:52.959353618","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14","Broadcast"
"1980","2021-07-20 20:26:52.986316921","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.26? Tell 10.10.5.11","Broadcast"
"1981","2021-07-20 20:26:53.535522609","fe80::6407:7b6:e2ff:9ac8","58925","ff02::1:3","5355","LLMNR","84","Standard query 0x0b53 A wpad","ff02::1:3"
"1982","2021-07-20 20:26:53.535523104","10.10.5.13","63590","224.0.0.252","5355","LLMNR","64","Standard query 0x0b53 A wpad","224.0.0.252"
"1983","2021-07-20 20:26:53.576578998","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.12","Broadcast"
"1984","2021-07-20 20:26:53.644166059","fe80::6407:7b6:e2ff:9ac8","58925","ff02::1:3","5355","LLMNR","84","Standard query 0x0b53 A wpad","ff02::1:3"
"1985","2021-07-20 20:26:53.644166418","10.10.5.13","63590","224.0.0.252","5355","LLMNR","64","Standard query 0x0b53 A wpad","224.0.0.252"
"1986","2021-07-20 20:26:53.815334749","10.10.5.11","138","10.10.5.255","138","BROWSER","220","Become Backup Browser","10.10.5.255"
"1987","2021-07-20 20:26:53.847199442","10.10.5.13","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1988","2021-07-20 20:26:53.987281131","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.26? Tell 10.10.5.11","Broadcast"
"1989","2021-07-20 20:26:54.477918091","fe80::3c1a:e462:6dcc:19c9","61889","ff02::1:3","5355","LLMNR","84","Standard query 0x1599 A wpad","ff02::1:3"
"1990","2021-07-20 20:26:54.477918387","10.10.5.14","61091","224.0.0.252","5355","LLMNR","64","Standard query 0x1599 A wpad","224.0.0.252"
"1991","2021-07-20 20:26:54.585093372","fe80::3c1a:e462:6dcc:19c9","61889","ff02::1:3","5355","LLMNR","84","Standard query 0x1599 A wpad","ff02::1:3"
"1992","2021-07-20 20:26:54.585093665","10.10.5.14","61091","224.0.0.252","5355","LLMNR","64","Standard query 0x1599 A wpad","224.0.0.252"
"1993","2021-07-20 20:26:54.596225723","10.10.5.13","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1994","2021-07-20 20:26:54.788893315","10.10.5.14","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"1995","2021-07-20 20:26:55.075988174","PcsCompu_03:cb:a5","","PcsCompu_df:63:fa","","ARP","60","Who has 10.10.5.10? Tell 10.10.5.12","PcsCompu_df:63:fa"
"1996","2021-07-20 20:26:55.076003735","PcsCompu_df:63:fa","","PcsCompu_03:cb:a5","","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa","PcsCompu_03:cb:a5"
"1997","2021-07-20 20:26:55.158574475","fe80::6407:7b6:e2ff:9ac8","546","ff02::1:2","547","DHCPv6","150","Solicit XID: 0xa1034 CID: 0001000126b4b0220800279d7883 ","ff02::1:2"
"1998","2021-07-20 20:26:55.276476716","10.10.5.13","49234","10.10.5.10","1293","TCP","4590","49234  >  1293 [PSH, ACK] Seq=59743 Ack=248 Win=63993 Len=4536","10.10.5.10"
"1999","2021-07-20 20:26:55.276536790","10.10.5.10","1293","10.10.5.13","49234","TCP","54","1293  >  49234 [ACK] Seq=248 Ack=64279 Win=62780 Len=0","10.10.5.13"
"2000","2021-07-20 20:26:55.276722792","10.10.5.10","1293","10.10.5.13","49234","TCP","69","1293  >  49234 [PSH, ACK] Seq=248 Ack=64279 Win=62780 Len=15","10.10.5.13"
"2001","2021-07-20 20:26:55.347151029","10.10.5.13","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"2002","2021-07-20 20:26:55.486690743","10.10.5.13","49234","10.10.5.10","1293","TCP","60","49234  >  1293 [ACK] Seq=64279 Ack=263 Win=63978 Len=0","10.10.5.10"
"2003","2021-07-20 20:26:55.538824350","10.10.5.14","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"2004","2021-07-20 20:26:56.050050619","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.27? Tell 10.10.5.11","Broadcast"
"2005","2021-07-20 20:26:56.099072315","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.13","Broadcast"
"2006","2021-07-20 20:26:56.288348167","10.10.5.14","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"2007","2021-07-20 20:26:56.877728250","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.13","Broadcast"
"2008","2021-07-20 20:26:56.986134650","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.27? Tell 10.10.5.11","Broadcast"
"2009","2021-07-20 20:26:57.042384104","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14","Broadcast"
"2010","2021-07-20 20:26:57.879106946","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.13","Broadcast"
"2011","2021-07-20 20:26:57.960755027","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14","Broadcast"
"2012","2021-07-20 20:26:57.987262621","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.27? Tell 10.10.5.11","Broadcast"
"2013","2021-07-20 20:26:58.961664683","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.0? Tell 10.10.5.14","Broadcast"
"2014","2021-07-20 20:26:59.240168508","fe80::6407:7b6:e2ff:9ac8","53641","ff02::1:3","5355","LLMNR","84","Standard query 0x5abb A wpad","ff02::1:3"
"2015","2021-07-20 20:26:59.240168832","10.10.5.13","61238","224.0.0.252","5355","LLMNR","64","Standard query 0x5abb A wpad","224.0.0.252"
"2016","2021-07-20 20:26:59.346959030","fe80::6407:7b6:e2ff:9ac8","53641","ff02::1:3","5355","LLMNR","84","Standard query 0x5abb A wpad","ff02::1:3"
"2017","2021-07-20 20:26:59.346959365","10.10.5.13","61238","224.0.0.252","5355","LLMNR","64","Standard query 0x5abb A wpad","224.0.0.252"
"2018","2021-07-20 20:26:59.550034800","10.10.5.13","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"2019","2021-07-20 20:26:59.877624561","PcsCompu_c8:46:cd","","PcsCompu_df:63:fa","","ARP","60","Who has 10.10.5.10? Tell 10.10.5.13","PcsCompu_df:63:fa"
"2020","2021-07-20 20:26:59.877642178","PcsCompu_df:63:fa","","PcsCompu_c8:46:cd","","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa","PcsCompu_c8:46:cd"
"2021","2021-07-20 20:27:00.050642708","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.28? Tell 10.10.5.11","Broadcast"
"2022","2021-07-20 20:27:00.060664558","10.10.5.12","1900","239.255.255.250","1900","SSDP","526","NOTIFY * HTTP/1.1 ","239.255.255.250"
"2023","2021-07-20 20:27:00.060717693","fe80::c49f:7c4:c006:ed2","1900","ff02::c","1900","SSDP","555","NOTIFY * HTTP/1.1 ","ff02::c"
"2024","2021-07-20 20:27:00.182371677","fe80::3c1a:e462:6dcc:19c9","55301","ff02::1:3","5355","LLMNR","84","Standard query 0x6b42 A wpad","ff02::1:3"
"2025","2021-07-20 20:27:00.182371981","10.10.5.14","63842","224.0.0.252","5355","LLMNR","64","Standard query 0x6b42 A wpad","224.0.0.252"
"2026","2021-07-20 20:27:00.289019765","fe80::3c1a:e462:6dcc:19c9","55301","ff02::1:3","5355","LLMNR","84","Standard query 0x6b42 A wpad","ff02::1:3"
"2027","2021-07-20 20:27:00.289020063","10.10.5.14","63842","224.0.0.252","5355","LLMNR","64","Standard query 0x6b42 A wpad","224.0.0.252"
"2028","2021-07-20 20:27:00.300069807","10.10.5.13","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"2029","2021-07-20 20:27:00.355397360","10.10.5.11","49325","10.10.5.10","1291","TCP","5855","49325  >  1291 [PSH, ACK] Seq=75096 Ack=248 Win=63993 Len=5801","10.10.5.10"
"2030","2021-07-20 20:27:00.355434361","10.10.5.10","1291","10.10.5.11","49325","TCP","54","1291  >  49325 [ACK] Seq=248 Ack=80897 Win=65535 Len=0","10.10.5.11"
"2031","2021-07-20 20:27:00.355648520","10.10.5.10","1291","10.10.5.11","49325","TCP","69","1291  >  49325 [PSH, ACK] Seq=248 Ack=80897 Win=65535 Len=15","10.10.5.11"
"2032","2021-07-20 20:27:00.492278397","10.10.5.14","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"2033","2021-07-20 20:27:00.516072735","10.10.5.14","49236","10.10.5.10","1294","TCP","4301","49236  >  1294 [PSH, ACK] Seq=59214 Ack=248 Win=63993 Len=4247","10.10.5.10"
"2034","2021-07-20 20:27:00.516138846","10.10.5.10","1294","10.10.5.14","49236","TCP","54","1294  >  49236 [ACK] Seq=248 Ack=63461 Win=62780 Len=0","10.10.5.14"
"2035","2021-07-20 20:27:00.516336187","10.10.5.10","1294","10.10.5.14","49236","TCP","69","1294  >  49236 [PSH, ACK] Seq=248 Ack=63461 Win=62780 Len=15","10.10.5.14"
"2036","2021-07-20 20:27:00.565252481","10.10.5.11","49325","10.10.5.10","1291","TCP","60","49325  >  1291 [ACK] Seq=80897 Ack=263 Win=63978 Len=0","10.10.5.10"
"2037","2021-07-20 20:27:00.726714926","10.10.5.14","49236","10.10.5.10","1294","TCP","60","49236  >  1294 [ACK] Seq=63461 Ack=263 Win=63978 Len=0","10.10.5.10"
"2038","2021-07-20 20:27:00.748812982","10.10.5.12","1900","239.255.255.250","1900","SSDP","474","NOTIFY * HTTP/1.1 ","239.255.255.250"
"2039","2021-07-20 20:27:00.748813559","fe80::c49f:7c4:c006:ed2","1900","ff02::c","1900","SSDP","503","NOTIFY * HTTP/1.1 ","ff02::c"
"2040","2021-07-20 20:27:00.785193921","10.10.5.11","49445","10.10.5.12","2869","TCP","66","49445  >  2869 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.12"
"2041","2021-07-20 20:27:00.785391582","10.10.5.12","2869","10.10.5.11","49445","TCP","66","2869  >  49445 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.11"
"2042","2021-07-20 20:27:00.785594091","10.10.5.11","49445","10.10.5.12","2869","TCP","60","49445  >  2869 [ACK] Seq=1 Ack=1 Win=65536 Len=0","10.10.5.12"
"2043","2021-07-20 20:27:00.785722416","10.10.5.11","49445","10.10.5.12","2869","HTTP","361","GET /upnphost/udhisapi.dll?content=uuid:7843667a-cb4c-48b8-aa78-b3075a6e3dd4 HTTP/1.1 ","10.10.5.12"
"2044","2021-07-20 20:27:00.786211250","10.10.5.12","2869","10.10.5.11","49445","TCP","278","2869  >  49445 [PSH, ACK] Seq=1 Ack=308 Win=65536 Len=224 [TCP segment of a reassembled PDU]","10.10.5.11"
"2045","2021-07-20 20:27:00.786211369","10.10.5.12","2869","10.10.5.11","49445","TCP","1514","2869  >  49445 [ACK] Seq=225 Ack=308 Win=65536 Len=1460 [TCP segment of a reassembled PDU]","10.10.5.11"
"2046","2021-07-20 20:27:00.786402876","10.10.5.11","49445","10.10.5.12","2869","TCP","60","49445  >  2869 [ACK] Seq=308 Ack=1685 Win=65536 Len=0","10.10.5.12"
"2047","2021-07-20 20:27:00.786588280","10.10.5.12","2869","10.10.5.11","49445","HTTP/XML","4270","HTTP/1.1 200 OK ","10.10.5.11"
"2048","2021-07-20 20:27:00.786711808","10.10.5.11","49445","10.10.5.12","2869","TCP","60","49445  >  2869 [ACK] Seq=308 Ack=5902 Win=65536 Len=0","10.10.5.12"
"2049","2021-07-20 20:27:00.786861649","10.10.5.11","49445","10.10.5.12","2869","TCP","60","49445  >  2869 [FIN, ACK] Seq=308 Ack=5902 Win=65536 Len=0","10.10.5.12"
"2050","2021-07-20 20:27:00.786991550","10.10.5.12","2869","10.10.5.11","49445","TCP","60","2869  >  49445 [ACK] Seq=5902 Ack=309 Win=65536 Len=0","10.10.5.11"
"2051","2021-07-20 20:27:00.796114277","10.10.5.11","49446","10.10.5.12","2869","TCP","66","49446  >  2869 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.12"
"2052","2021-07-20 20:27:00.796302014","10.10.5.12","2869","10.10.5.11","49446","TCP","66","2869  >  49446 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.11"
"2053","2021-07-20 20:27:00.796408342","10.10.5.11","49446","10.10.5.12","2869","TCP","60","49446  >  2869 [ACK] Seq=1 Ack=1 Win=65536 Len=0","10.10.5.12"
"2054","2021-07-20 20:27:00.796500482","10.10.5.11","49446","10.10.5.12","2869","HTTP","244","GET /upnphost/udhisapi.dll?content=uuid:71ea9c32-e61d-4e18-84f7-9df14aec1980 HTTP/1.1 ","10.10.5.12"
"2055","2021-07-20 20:27:00.796845478","10.10.5.12","2869","10.10.5.11","49446","TCP","243","2869  >  49446 [PSH, ACK] Seq=1 Ack=191 Win=65536 Len=189 [TCP segment of a reassembled PDU]","10.10.5.11"
"2056","2021-07-20 20:27:00.796943912","10.10.5.12","2869","10.10.5.11","49446","TCP","1514","2869  >  49446 [ACK] Seq=190 Ack=191 Win=65536 Len=1460 [TCP segment of a reassembled PDU]","10.10.5.11"
"2057","2021-07-20 20:27:00.797004115","10.10.5.11","49446","10.10.5.12","2869","TCP","60","49446  >  2869 [ACK] Seq=191 Ack=1650 Win=65536 Len=0","10.10.5.12"
"2058","2021-07-20 20:27:00.797160649","10.10.5.12","2869","10.10.5.11","49446","HTTP","4020","HTTP/1.1 200 OK  (PNG)","10.10.5.11"
"2059","2021-07-20 20:27:00.797244580","10.10.5.11","49446","10.10.5.12","2869","TCP","60","49446  >  2869 [ACK] Seq=191 Ack=5616 Win=65536 Len=0","10.10.5.12"
"2060","2021-07-20 20:27:00.987597517","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.28? Tell 10.10.5.11","Broadcast"
"2061","2021-07-20 20:27:01.050235818","10.10.5.13","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"2062","2021-07-20 20:27:01.242868601","10.10.5.14","137","10.10.5.255","137","NBNS","92","Name query NB WPAD<00>","10.10.5.255"
"2063","2021-07-20 20:27:01.613871429","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.12? Tell 10.10.5.13","Broadcast"
"2064","2021-07-20 20:27:01.614052259","PcsCompu_03:cb:a5","","PcsCompu_c8:46:cd","","ARP","60","10.10.5.12 is at 08:00:27:03:cb:a5","PcsCompu_c8:46:cd"
"2065","2021-07-20 20:27:01.614208017","10.10.5.13","49239","10.10.5.12","2869","TCP","66","49239  >  2869 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","10.10.5.12"
"2066","2021-07-20 20:27:01.614384919","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.13? Tell 10.10.5.12","Broadcast"
"2067","2021-07-20 20:27:01.614630077","PcsCompu_c8:46:cd","","PcsCompu_03:cb:a5","","ARP","60","10.10.5.13 is at 08:00:27:c8:46:cd","PcsCompu_03:cb:a5"
